# BUSCO version is: 5.2.1 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
360753at33208	Duplicated	TRINITY_DN2305_c0_g1_i2:313-1221	329.8	234
360753at33208	Duplicated	TRINITY_DN2305_c0_g1_i4:398-1306	329.8	234
360753at33208	Duplicated	TRINITY_DN2305_c0_g1_i6:350-1258	329.8	234
361100at33208	Duplicated	TRINITY_DN24982_c0_g1_i1:68-988	429.3	269
361100at33208	Duplicated	TRINITY_DN24982_c0_g1_i2:68-988	429.3	269
361203at33208	Duplicated	TRINITY_DN6602_c0_g1_i1:380-1705	545.0	387
361203at33208	Duplicated	TRINITY_DN6602_c0_g1_i2:318-1643	545.0	387
361216at33208	Duplicated	TRINITY_DN12811_c0_g1_i1:262-1602	226.5	292
361216at33208	Duplicated	TRINITY_DN12811_c0_g1_i2:262-1602	226.5	292
363634at33208	Complete	TRINITY_DN22104_c0_g2_i1:147-1052	166.5	202
363840at33208	Duplicated	TRINITY_DN28944_c0_g1_i1:151-2724	267.5	300
363840at33208	Duplicated	TRINITY_DN28944_c0_g1_i3:151-2724	267.5	300
363851at33208	Duplicated	TRINITY_DN4898_c0_g1_i6:55-1620	315.9	297
363851at33208	Duplicated	TRINITY_DN4898_c0_g1_i3:55-1620	315.9	297
363851at33208	Duplicated	TRINITY_DN4898_c0_g1_i1:55-1232	314.2	272
364383at33208	Duplicated	TRINITY_DN1406_c0_g1_i2:288-1451	423.3	304
364383at33208	Duplicated	TRINITY_DN1406_c0_g1_i3:287-1450	423.3	304
364383at33208	Duplicated	TRINITY_DN1406_c0_g1_i5:281-1444	423.3	304
364383at33208	Duplicated	TRINITY_DN1406_c0_g1_i7:288-1451	423.3	304
364694at33208	Duplicated	TRINITY_DN672_c0_g1_i1:690-2705	689.9	462
364694at33208	Duplicated	TRINITY_DN672_c0_g1_i3:690-2705	689.9	462
364694at33208	Duplicated	TRINITY_DN672_c0_g1_i4:690-2705	689.9	462
364694at33208	Duplicated	TRINITY_DN672_c0_g1_i5:690-2705	689.9	462
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i4:466-1455	385.9	290
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i7:207-1196	385.9	290
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i8:531-1520	385.9	290
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i1:2-985	384.3	287
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i6:2-985	384.3	287
365323at33208	Duplicated	TRINITY_DN1479_c0_g1_i2:466-1275	341.0	227
365561at33208	Duplicated	TRINITY_DN7358_c0_g1_i1:80-1330	591.2	360
365561at33208	Duplicated	TRINITY_DN7358_c0_g1_i2:80-1330	591.2	360
365691at33208	Complete	TRINITY_DN188815_c0_g1_i1:199-1203	301.6	243
366124at33208	Duplicated	TRINITY_DN46670_c0_g1_i1:138-1103	239.3	232
366124at33208	Duplicated	TRINITY_DN46670_c0_g1_i3:138-1103	239.3	232
366814at33208	Duplicated	TRINITY_DN48543_c0_g1_i3:54-1433	565.9	386
366814at33208	Duplicated	TRINITY_DN48543_c0_g1_i4:54-1433	565.9	386
366936at33208	Complete	TRINITY_DN17033_c0_g1_i1:58-924	443.9	216
367493at33208	Duplicated	TRINITY_DN3117_c0_g1_i5:53-1561	357.1	302
367493at33208	Duplicated	TRINITY_DN3117_c0_g1_i2:53-1564	355.9	302
367493at33208	Duplicated	TRINITY_DN3117_c0_g1_i4:53-1564	355.9	302
367493at33208	Duplicated	TRINITY_DN3117_c0_g1_i6:53-1564	355.9	302
367551at33208	Duplicated	TRINITY_DN859_c0_g1_i2:383-2098	600.0	380
367551at33208	Duplicated	TRINITY_DN859_c0_g1_i5:128-1843	600.0	380
367551at33208	Duplicated	TRINITY_DN859_c0_g1_i1:384-2525	599.1	380
367551at33208	Duplicated	TRINITY_DN859_c0_g1_i7:80-2224	599.1	380
367596at33208	Duplicated	TRINITY_DN7797_c0_g1_i14:1697-4363	625.0	515
367596at33208	Duplicated	TRINITY_DN7797_c0_g1_i11:1697-4030	586.2	476
367596at33208	Duplicated	TRINITY_DN7797_c0_g1_i16:1709-3757	556.5	415
367957at33208	Duplicated	TRINITY_DN5734_c0_g1_i1:72-1277	460.8	297
367957at33208	Duplicated	TRINITY_DN5734_c0_g1_i3:72-1277	460.8	297
367957at33208	Duplicated	TRINITY_DN5734_c0_g1_i5:72-1277	460.8	297
367957at33208	Duplicated	TRINITY_DN5734_c0_g1_i2:78-1278	451.7	297
368565at33208	Duplicated	TRINITY_DN15864_c0_g1_i2:194-1543	548.2	329
368565at33208	Duplicated	TRINITY_DN15864_c0_g1_i4:241-1590	548.2	329
368565at33208	Duplicated	TRINITY_DN15864_c0_g1_i6:194-1543	548.2	329
368565at33208	Duplicated	TRINITY_DN15864_c0_g1_i8:194-1543	548.2	329
368565at33208	Duplicated	TRINITY_DN15864_c0_g1_i1:194-1543	548.2	329
368670at33208	Duplicated	TRINITY_DN9606_c0_g1_i1:262-1788	297.0	218
368670at33208	Duplicated	TRINITY_DN9606_c0_g1_i4:268-1794	297.0	218
368670at33208	Duplicated	TRINITY_DN9606_c0_g1_i5:262-1788	297.0	218
368875at33208	Duplicated	TRINITY_DN2456_c0_g1_i2:1706-2452	248.8	199
368875at33208	Duplicated	TRINITY_DN2456_c0_g1_i8:1706-2452	248.8	199
368875at33208	Duplicated	TRINITY_DN2456_c0_g1_i9:1731-2477	248.8	199
368875at33208	Duplicated	TRINITY_DN2456_c0_g1_i10:1706-2473	248.6	199
371241at33208	Complete	TRINITY_DN33858_c0_g1_i4:463-1191	234.5	176
371297at33208	Duplicated	TRINITY_DN1860_c0_g1_i1:343-1407	576.3	328
371297at33208	Duplicated	TRINITY_DN1860_c0_g1_i2:358-1422	576.3	328
371526at33208	Complete	TRINITY_DN16410_c0_g1_i1:368-1297	488.1	247
372257at33208	Complete	TRINITY_DN17513_c0_g1_i1:81-986	253.6	209
372707at33208	Duplicated	TRINITY_DN2960_c0_g2_i1:119-1003	380.2	244
372707at33208	Duplicated	TRINITY_DN2960_c0_g2_i2:119-1003	380.2	244
373040at33208	Duplicated	TRINITY_DN48537_c0_g1_i2:338-2311	435.2	250
373040at33208	Duplicated	TRINITY_DN48537_c0_g1_i3:338-1783	435.2	250
376982at33208	Duplicated	TRINITY_DN1045_c0_g1_i1:73-1002	484.2	250
376982at33208	Duplicated	TRINITY_DN1045_c0_g1_i2:73-1002	484.2	250
378033at33208	Complete	TRINITY_DN18815_c0_g1_i4:133-1941	197.0	405
378316at33208	Duplicated	TRINITY_DN2171_c0_g1_i1:116-1120	486.7	275
378316at33208	Duplicated	TRINITY_DN2171_c0_g1_i2:116-1120	486.7	275
378316at33208	Duplicated	TRINITY_DN2171_c0_g1_i3:116-1120	486.7	275
378316at33208	Duplicated	TRINITY_DN2171_c0_g1_i5:116-1120	486.7	275
378768at33208	Duplicated	TRINITY_DN3939_c0_g1_i3:193-1092	476.0	260
378768at33208	Duplicated	TRINITY_DN3939_c0_g1_i4:67-966	476.0	260
378913at33208	Complete	TRINITY_DN1021_c0_g1_i1:46-1191	210.9	150
379076at33208	Complete	TRINITY_DN713_c0_g1_i1:59-1429	186.0	187
379636at33208	Duplicated	TRINITY_DN2231_c0_g1_i10:2126-3250	326.7	349
379636at33208	Duplicated	TRINITY_DN2231_c0_g1_i3:2126-3250	326.7	349
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i1:152-1873	269.6	243
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i11:152-1945	269.2	243
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i5:152-2215	267.9	243
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i9:152-1198	239.8	209
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i8:152-1198	239.8	209
379771at33208	Duplicated	TRINITY_DN6447_c0_g1_i2:2-1879	236.1	214
380583at33208	Duplicated	TRINITY_DN1251_c0_g1_i3:37-1020	504.6	272
380583at33208	Duplicated	TRINITY_DN1251_c0_g1_i4:37-1020	504.6	272
381303at33208	Duplicated	TRINITY_DN4423_c0_g1_i1:108-1217	194.2	269
381303at33208	Duplicated	TRINITY_DN4423_c0_g2_i2:269-1378	193.9	269
381303at33208	Duplicated	TRINITY_DN4423_c0_g1_i2:108-1217	193.1	270
381303at33208	Duplicated	TRINITY_DN4423_c0_g2_i1:269-1378	192.8	270
382000at33208	Duplicated	TRINITY_DN3790_c1_g1_i1:1129-2115	134.7	196
382000at33208	Duplicated	TRINITY_DN3790_c1_g1_i2:1054-2040	134.7	196
382262at33208	Duplicated	TRINITY_DN3064_c0_g1_i5:1032-6659	107.7	193
382262at33208	Duplicated	TRINITY_DN3064_c0_g1_i3:1032-6677	107.6	193
382262at33208	Duplicated	TRINITY_DN3064_c0_g1_i1:1032-6659	107.4	193
382750at33208	Duplicated	TRINITY_DN6665_c0_g1_i15:470-2029	389.6	321
382750at33208	Duplicated	TRINITY_DN6665_c0_g1_i8:524-2083	389.6	321
382750at33208	Duplicated	TRINITY_DN6665_c0_g1_i1:323-1882	389.3	321
383313at33208	Duplicated	TRINITY_DN21594_c0_g1_i1:494-1753	332.6	294
383313at33208	Duplicated	TRINITY_DN21594_c0_g1_i2:497-1756	332.6	294
383313at33208	Duplicated	TRINITY_DN21594_c0_g1_i3:494-1753	332.6	294
384187at33208	Complete	TRINITY_DN65806_c0_g1_i1:100-1692	672.5	421
386666at33208	Duplicated	TRINITY_DN5815_c0_g1_i1:50-1444	188.9	237
386666at33208	Duplicated	TRINITY_DN5815_c0_g1_i3:50-1444	188.9	237
387079at33208	Duplicated	TRINITY_DN1726_c0_g1_i4:690-1919	247.9	209
387079at33208	Duplicated	TRINITY_DN1726_c0_g1_i9:718-1947	247.9	209
387079at33208	Duplicated	TRINITY_DN1726_c0_g1_i7:690-1919	247.8	209
387079at33208	Duplicated	TRINITY_DN1726_c0_g1_i6:733-1948	245.6	208
387117at33208	Complete	TRINITY_DN28555_c0_g1_i4:103-1062	134.6	210
387878at33208	Duplicated	TRINITY_DN7919_c0_g1_i2:177-1607	368.3	353
387878at33208	Duplicated	TRINITY_DN7919_c0_g1_i3:177-1607	368.3	353
387878at33208	Duplicated	TRINITY_DN7919_c0_g1_i4:177-1607	368.3	353
387878at33208	Duplicated	TRINITY_DN7919_c0_g1_i10:177-1607	368.3	352
389367at33208	Duplicated	TRINITY_DN1163_c0_g1_i1:132-1061	390.7	243
389367at33208	Duplicated	TRINITY_DN1163_c0_g1_i2:392-1321	390.7	243
389367at33208	Duplicated	TRINITY_DN1163_c0_g1_i3:229-1158	390.7	243
389367at33208	Duplicated	TRINITY_DN1163_c0_g1_i6:132-1061	390.7	243
389527at33208	Duplicated	TRINITY_DN3987_c0_g1_i3:80-2410	698.3	603
389527at33208	Duplicated	TRINITY_DN3987_c0_g1_i1:80-2410	697.9	603
389527at33208	Duplicated	TRINITY_DN3987_c0_g1_i5:80-2410	697.9	603
389570at33208	Complete	TRINITY_DN4525_c0_g1_i1:103-1380	446.4	321
389591at33208	Complete	TRINITY_DN9962_c0_g1_i8:220-1071	232.2	196
390192at33208	Complete	TRINITY_DN3839_c0_g1_i1:57-1355	412.5	318
390402at33208	Duplicated	TRINITY_DN4119_c0_g1_i2:83-955	334.9	235
390402at33208	Duplicated	TRINITY_DN4119_c0_g1_i3:83-955	334.9	235
390402at33208	Duplicated	TRINITY_DN4119_c0_g1_i6:83-955	334.9	235
390402at33208	Duplicated	TRINITY_DN4119_c0_g2_i1:1832-2704	334.9	235
390402at33208	Duplicated	TRINITY_DN4119_c0_g2_i2:1821-2693	334.9	235
390402at33208	Duplicated	TRINITY_DN4119_c0_g2_i3:1832-2704	334.9	235
391896at33208	Duplicated	TRINITY_DN973_c0_g1_i1:1871-2947	397.7	268
391896at33208	Duplicated	TRINITY_DN973_c0_g1_i2:1820-2896	397.7	268
391896at33208	Duplicated	TRINITY_DN973_c0_g1_i3:1857-2933	397.7	268
391896at33208	Duplicated	TRINITY_DN973_c0_g1_i4:1834-2910	397.7	268
393219at33208	Complete	TRINITY_DN13888_c0_g1_i2:54-1136	226.2	251
393291at33208	Complete	TRINITY_DN26429_c0_g1_i7:181-1314	415.7	299
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i16:334-1929	452.8	424
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i1:416-2011	452.8	424
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i2:373-1968	452.8	424
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i3:371-1966	452.8	424
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i6:334-1929	452.8	424
393419at33208	Duplicated	TRINITY_DN1787_c0_g1_i7:336-1931	452.8	424
393895at33208	Duplicated	TRINITY_DN2294_c0_g1_i10:75-1520	690.7	413
393895at33208	Duplicated	TRINITY_DN2294_c0_g1_i6:93-1538	690.7	413
393895at33208	Duplicated	TRINITY_DN2294_c0_g1_i8:93-1538	690.7	413
393895at33208	Duplicated	TRINITY_DN2294_c0_g1_i9:93-1538	690.7	413
395147at33208	Duplicated	TRINITY_DN2835_c0_g1_i3:282-1676	346.2	273
395147at33208	Duplicated	TRINITY_DN2835_c0_g2_i1:102-1496	345.8	269
395147at33208	Duplicated	TRINITY_DN2835_c0_g1_i2:285-1679	343.7	273
395183at33208	Duplicated	TRINITY_DN10630_c0_g1_i5:320-1129	305.4	173
395183at33208	Duplicated	TRINITY_DN10630_c0_g1_i1:901-1710	305.4	173
395183at33208	Duplicated	TRINITY_DN10630_c0_g1_i4:557-1366	305.4	173
395556at33208	Complete	TRINITY_DN29099_c0_g1_i1:131-1102	279.2	245
395919at33208	Duplicated	TRINITY_DN4860_c0_g1_i10:284-2716	340.8	274
395919at33208	Duplicated	TRINITY_DN4860_c0_g1_i6:285-2717	340.8	274
395919at33208	Duplicated	TRINITY_DN4860_c0_g1_i7:285-3014	340.3	274
395919at33208	Duplicated	TRINITY_DN4860_c0_g1_i4:285-3014	340.3	274
395948at33208	Complete	TRINITY_DN13398_c0_g1_i1:533-2458	201.9	274
396237at33208	Complete	TRINITY_DN1024_c0_g1_i1:298-1347	363.6	283
397019at33208	Complete	TRINITY_DN9328_c0_g1_i1:42-1229	573.7	319
397659at33208	Complete	TRINITY_DN6069_c0_g1_i1:113-1693	307.5	345
398013at33208	Duplicated	TRINITY_DN30185_c0_g1_i1:40-996	442.4	278
398013at33208	Duplicated	TRINITY_DN30185_c0_g1_i3:40-996	442.4	278
398013at33208	Duplicated	TRINITY_DN30185_c0_g1_i4:40-996	442.4	278
398013at33208	Duplicated	TRINITY_DN30185_c0_g1_i7:40-996	442.4	278
398202at33208	Complete	TRINITY_DN19915_c0_g1_i2:45-1676	223.7	279
398607at33208	Complete	TRINITY_DN11952_c0_g1_i1:379-1263	356.8	219
399092at33208	Duplicated	TRINITY_DN13725_c0_g1_i1:901-1806	264.8	164
399092at33208	Duplicated	TRINITY_DN13725_c0_g1_i2:889-1794	264.8	164
399092at33208	Duplicated	TRINITY_DN13725_c0_g1_i3:901-1806	264.8	164
399092at33208	Duplicated	TRINITY_DN13725_c0_g1_i4:119-1024	264.8	164
399092at33208	Duplicated	TRINITY_DN13725_c0_g1_i7:900-1805	264.8	164
399439at33208	Duplicated	TRINITY_DN2427_c0_g1_i4:729-1784	159.1	147
399439at33208	Duplicated	TRINITY_DN2427_c0_g1_i1:729-1784	159.1	147
399439at33208	Duplicated	TRINITY_DN2427_c0_g1_i2:729-1784	158.9	147
400042at33208	Duplicated	TRINITY_DN1612_c0_g1_i10:68-1144	248.0	275
400042at33208	Duplicated	TRINITY_DN1612_c0_g1_i1:68-1144	248.0	275
400042at33208	Duplicated	TRINITY_DN1612_c0_g1_i2:68-1144	248.0	275
400042at33208	Duplicated	TRINITY_DN1612_c0_g1_i7:68-1144	248.0	275
400042at33208	Duplicated	TRINITY_DN1612_c0_g1_i5:68-1144	248.0	275
401196at33208	Duplicated	TRINITY_DN1973_c0_g1_i1:139-927	153.6	157
401196at33208	Duplicated	TRINITY_DN1973_c0_g1_i3:36-824	153.6	157
401196at33208	Duplicated	TRINITY_DN1973_c0_g1_i5:139-927	153.6	157
401220at33208	Complete	TRINITY_DN10996_c0_g1_i1:182-1531	481.9	339
401679at33208	Duplicated	TRINITY_DN6688_c0_g1_i1:234-1190	88.9	102
401679at33208	Duplicated	TRINITY_DN6688_c0_g1_i3:234-1559	87.4	101
401679at33208	Duplicated	TRINITY_DN6688_c0_g1_i4:234-1559	87.4	101
401779at33208	Duplicated	TRINITY_DN4270_c0_g1_i13:1517-2518	414.8	263
401779at33208	Duplicated	TRINITY_DN4270_c0_g1_i1:1514-2515	414.8	263
401779at33208	Duplicated	TRINITY_DN4270_c0_g1_i7:1519-2520	414.8	263
401779at33208	Duplicated	TRINITY_DN4270_c0_g1_i2:1517-2533	409.9	263
403171at33208	Duplicated	TRINITY_DN2484_c0_g1_i11:213-1571	318.5	340
403171at33208	Duplicated	TRINITY_DN2484_c0_g1_i10:213-1571	318.3	340
403171at33208	Duplicated	TRINITY_DN2484_c0_g1_i6:213-1571	317.7	342
403817at33208	Duplicated	TRINITY_DN57811_c0_g1_i3:81-1004	53.0	101
403817at33208	Duplicated	TRINITY_DN57811_c0_g1_i1:81-1010	52.9	101
403817at33208	Duplicated	TRINITY_DN57811_c0_g1_i2:81-1010	52.9	101
404988at33208	Duplicated	TRINITY_DN4049_c0_g1_i5:71-1420	278.8	322
404988at33208	Duplicated	TRINITY_DN4049_c0_g1_i7:71-1420	278.8	322
404988at33208	Duplicated	TRINITY_DN4049_c0_g1_i8:71-1420	278.8	322
404988at33208	Duplicated	TRINITY_DN4049_c0_g1_i1:71-1420	277.8	323
405257at33208	Complete	TRINITY_DN37124_c0_g1_i3:63-1625	377.0	361
406927at33208	Duplicated	TRINITY_DN134_c0_g1_i1:114-755	164.6	138
406927at33208	Duplicated	TRINITY_DN134_c0_g1_i2:109-750	164.6	138
406927at33208	Duplicated	TRINITY_DN134_c0_g1_i3:109-750	164.6	138
406927at33208	Duplicated	TRINITY_DN134_c0_g1_i5:109-750	164.6	138
407472at33208	Complete	TRINITY_DN143618_c0_g1_i1:45-2126	444.2	388
409006at33208	Complete	TRINITY_DN6598_c0_g1_i1:996-2150	410.6	295
409186at33208	Complete	TRINITY_DN7069_c0_g1_i1:542-2314	374.1	435
411515at33208	Duplicated	TRINITY_DN2878_c0_g1_i11:595-1545	370.4	260
411515at33208	Duplicated	TRINITY_DN2878_c0_g1_i3:753-1703	370.3	260
411515at33208	Duplicated	TRINITY_DN2878_c0_g1_i8:595-1545	370.3	260
411664at33208	Complete	TRINITY_DN9045_c0_g1_i6:169-1257	214.3	266
411755at33208	Duplicated	TRINITY_DN3173_c0_g1_i5:141-1457	432.8	389
411755at33208	Duplicated	TRINITY_DN3173_c0_g1_i1:138-1460	432.7	391
411755at33208	Duplicated	TRINITY_DN3173_c0_g1_i2:138-1460	432.7	391
412370at33208	Complete	TRINITY_DN2028_c1_g1_i1:396-1148	110.2	138
412542at33208	Duplicated	TRINITY_DN9103_c1_g1_i2:56-928	348.0	227
412542at33208	Duplicated	TRINITY_DN9103_c1_g1_i4:56-928	348.0	227
412930at33208	Complete	TRINITY_DN6390_c0_g1_i1:199-1656	294.3	330
413334at33208	Duplicated	TRINITY_DN957_c3_g1_i4:144-1298	315.3	270
413334at33208	Duplicated	TRINITY_DN957_c3_g1_i6:337-1491	312.8	279
413334at33208	Duplicated	TRINITY_DN957_c3_g1_i7:1327-2481	312.8	279
414001at33208	Duplicated	TRINITY_DN1064_c0_g1_i1:330-1193	406.4	259
414001at33208	Duplicated	TRINITY_DN1064_c0_g1_i2:330-1193	406.4	259
414001at33208	Duplicated	TRINITY_DN1064_c0_g1_i3:332-1195	406.4	259
414001at33208	Duplicated	TRINITY_DN1064_c0_g1_i9:332-1195	406.4	259
414571at33208	Duplicated	TRINITY_DN11326_c0_g1_i5:110-955	386.5	242
414571at33208	Duplicated	TRINITY_DN11326_c0_g1_i6:110-955	386.5	242
414571at33208	Duplicated	TRINITY_DN11326_c0_g1_i1:110-955	383.1	242
414579at33208	Duplicated	TRINITY_DN10922_c0_g1_i1:88-975	352.3	248
414579at33208	Duplicated	TRINITY_DN10922_c0_g1_i2:88-975	352.3	248
414579at33208	Duplicated	TRINITY_DN10922_c0_g1_i3:88-975	352.3	248
414603at33208	Complete	TRINITY_DN194_c0_g1_i2:98-1951	286.6	470
415618at33208	Duplicated	TRINITY_DN7181_c0_g1_i8:18-869	228.8	182
415618at33208	Duplicated	TRINITY_DN7181_c0_g1_i1:302-1153	228.5	183
415618at33208	Duplicated	TRINITY_DN7181_c0_g1_i3:297-1148	228.5	183
415618at33208	Duplicated	TRINITY_DN7181_c0_g1_i4:297-1148	228.5	171
415618at33208	Duplicated	TRINITY_DN7181_c0_g1_i6:297-1148	228.5	171
416175at33208	Complete	TRINITY_DN2641_c0_g1_i1:245-1156	347.2	263
418979at33208	Duplicated	TRINITY_DN2478_c0_g1_i10:29-598	213.4	152
418979at33208	Duplicated	TRINITY_DN2478_c0_g1_i1:183-752	213.4	152
418979at33208	Duplicated	TRINITY_DN2478_c0_g1_i2:183-752	213.4	152
418979at33208	Duplicated	TRINITY_DN2478_c0_g1_i5:69-638	213.4	152
418979at33208	Duplicated	TRINITY_DN2478_c0_g1_i8:29-598	213.4	152
418979at33208	Duplicated	TRINITY_DN5000_c0_g1_i1:343-906	188.1	151
419502at33208	Duplicated	TRINITY_DN3734_c0_g1_i2:50-874	310.5	220
419502at33208	Duplicated	TRINITY_DN3734_c0_g1_i3:215-1039	310.5	220
419502at33208	Duplicated	TRINITY_DN3734_c0_g1_i4:112-936	310.5	220
419502at33208	Duplicated	TRINITY_DN3734_c0_g1_i5:99-923	310.5	220
419502at33208	Duplicated	TRINITY_DN3734_c0_g1_i6:134-958	310.5	220
419914at33208	Duplicated	TRINITY_DN8000_c0_g1_i2:884-2122	351.1	329
419914at33208	Duplicated	TRINITY_DN8000_c0_g1_i4:877-2115	351.1	329
419914at33208	Duplicated	TRINITY_DN8000_c0_g1_i6:697-1935	351.1	329
419914at33208	Duplicated	TRINITY_DN8000_c0_g1_i7:922-2160	351.1	329
421396at33208	Duplicated	TRINITY_DN21678_c0_g1_i1:570-1427	365.7	238
421396at33208	Duplicated	TRINITY_DN21678_c0_g1_i2:570-1427	365.7	238
421685at33208	Duplicated	TRINITY_DN4880_c0_g1_i6:254-1186	164.5	202
421685at33208	Duplicated	TRINITY_DN4880_c0_g1_i7:254-1186	164.5	202
421732at33208	Duplicated	TRINITY_DN2288_c0_g1_i1:2521-3705	193.5	273
421732at33208	Duplicated	TRINITY_DN2288_c0_g1_i2:2516-3700	193.5	273
422158at33208	Complete	TRINITY_DN225_c0_g1_i1:271-1227	422.2	280
422751at33208	Complete	TRINITY_DN22355_c0_g1_i1:153-1388	529.4	348
423799at33208	Complete	TRINITY_DN19651_c0_g1_i1:121-810	174.1	199
423848at33208	Complete	TRINITY_DN29988_c0_g1_i1:181-1185	186.9	217
424392at33208	Duplicated	TRINITY_DN6209_c0_g1_i1:561-1379	347.4	225
424392at33208	Duplicated	TRINITY_DN6209_c0_g1_i2:561-1379	347.4	225
424569at33208	Duplicated	TRINITY_DN5192_c0_g1_i1:1431-2537	249.0	159
424569at33208	Duplicated	TRINITY_DN5192_c0_g1_i5:1429-2535	249.0	159
424646at33208	Complete	TRINITY_DN9397_c0_g1_i1:63-713	136.1	174
427349at33208	Duplicated	TRINITY_DN2347_c0_g1_i1:72-1016	381.4	244
427349at33208	Duplicated	TRINITY_DN2347_c0_g1_i3:72-1016	381.4	244
427789at33208	Duplicated	TRINITY_DN14180_c0_g1_i1:153-1634	528.2	395
427789at33208	Duplicated	TRINITY_DN14180_c0_g1_i2:694-2175	528.2	395
427789at33208	Duplicated	TRINITY_DN14180_c0_g1_i3:645-2126	528.2	395
428202at33208	Duplicated	TRINITY_DN9855_c0_g1_i1:281-1630	536.8	361
428202at33208	Duplicated	TRINITY_DN9855_c0_g1_i3:252-1601	536.8	361
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i5:133-1785	308.1	314
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i6:133-1785	308.1	326
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i7:133-1785	308.1	323
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i10:133-1785	308.0	314
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i11:133-1785	307.8	311
428754at33208	Duplicated	TRINITY_DN5667_c0_g1_i13:133-1785	307.1	300
429011at33208	Complete	TRINITY_DN2861_c0_g1_i3:1584-2219	152.0	158
429274at33208	Complete	TRINITY_DN16130_c1_g1_i3:72-1013	227.9	210
429751at33208	Duplicated	TRINITY_DN826_c0_g1_i1:158-2275	221.5	430
429751at33208	Duplicated	TRINITY_DN826_c0_g1_i6:158-2275	221.5	430
429751at33208	Duplicated	TRINITY_DN826_c0_g1_i3:158-2275	218.4	430
429751at33208	Duplicated	TRINITY_DN826_c0_g1_i8:158-2275	218.4	430
429751at33208	Duplicated	TRINITY_DN826_c0_g1_i5:158-2275	218.4	430
430701at33208	Complete	TRINITY_DN37069_c0_g2_i2:55-741	174.4	187
432050at33208	Duplicated	TRINITY_DN10344_c0_g1_i1:31-987	366.7	246
432050at33208	Duplicated	TRINITY_DN596_c1_g1_i11:241-1095	337.1	211
432050at33208	Duplicated	TRINITY_DN596_c1_g1_i17:613-1467	337.1	211
432050at33208	Duplicated	TRINITY_DN596_c1_g1_i15:613-1470	335.7	211
432155at33208	Duplicated	TRINITY_DN4994_c0_g1_i11:936-1790	204.9	168
432155at33208	Duplicated	TRINITY_DN4994_c0_g1_i12:993-1847	204.9	168
432287at33208	Duplicated	TRINITY_DN23522_c0_g1_i2:265-1827	173.1	237
432287at33208	Duplicated	TRINITY_DN23522_c0_g1_i1:178-1827	172.4	238
432522at33208	Duplicated	TRINITY_DN6621_c0_g1_i12:809-1324	115.6	114
432522at33208	Duplicated	TRINITY_DN6621_c0_g1_i2:808-1323	115.6	114
432522at33208	Duplicated	TRINITY_DN6621_c0_g1_i4:808-1323	115.4	113
432522at33208	Duplicated	TRINITY_DN6621_c0_g1_i8:809-1324	115.4	113
433216at33208	Complete	TRINITY_DN62_c0_g1_i1:303-1202	364.1	256
433606at33208	Complete	TRINITY_DN23788_c0_g1_i2:639-1211	154.8	166
434068at33208	Complete	TRINITY_DN41274_c0_g1_i1:433-2490	460.9	406
434863at33208	Duplicated	TRINITY_DN2890_c0_g1_i1:298-1146	345.3	244
434863at33208	Duplicated	TRINITY_DN2890_c0_g1_i5:305-1153	345.3	244
434863at33208	Duplicated	TRINITY_DN2890_c0_g1_i6:305-1153	345.3	244
434863at33208	Duplicated	TRINITY_DN2890_c0_g1_i8:80-928	345.3	244
435253at33208	Duplicated	TRINITY_DN5673_c1_g1_i7:1557-3407	150.8	250
435253at33208	Duplicated	TRINITY_DN5673_c1_g1_i15:1557-3407	150.8	250
435678at33208	Duplicated	TRINITY_DN1342_c0_g1_i5:6243-7541	335.8	343
435678at33208	Duplicated	TRINITY_DN1342_c0_g1_i3:6240-7538	334.8	343
435921at33208	Duplicated	TRINITY_DN54149_c0_g1_i1:542-1162	165.3	106
435921at33208	Duplicated	TRINITY_DN54149_c0_g1_i2:526-1146	165.3	106
435921at33208	Duplicated	TRINITY_DN54149_c0_g1_i3:572-1192	165.3	106
435939at33208	Duplicated	TRINITY_DN20681_c0_g1_i2:170-952	181.9	164
435939at33208	Duplicated	TRINITY_DN20681_c0_g1_i1:170-952	181.9	163
